  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
 9390  9845 10120 app_process64               com.xiaomi.wearable         Firebase-Messag u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390  9909 10120 app_process64               com.xiaomi.wearable         queued-work-loo u:r:untrusted_app:s0:c120,c256,c512,c768 S< do_epoll_wait
 9390  9957 10120 app_process64               com.xiaomi.wearable         PluginUpdateWor u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9390  9965 10120 app_process64               com.xiaomi.wearable         PluginPackageWo u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9390  9975 10120 app_process64               com.xiaomi.wearable         PluginUpdateWor u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9390  9994 10120 app_process64               com.xiaomi.wearable         pool-24-thread- u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10002 10120 app_process64               com.xiaomi.wearable         etricsCollector u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9390 10032 10120 app_process64               com.xiaomi.wearable         SentryExecutorS u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10045 10120 app_process64               com.xiaomi.wearable         Timer-0         u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10048 10120 app_process64               com.xiaomi.wearable         binder:9390_4   u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9390 10055 10120 app_process64               com.xiaomi.wearable         Cache-511       u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9390 10090 10120 app_process64               com.xiaomi.wearable         binder:9390_5   u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9390 10096 10120 app_process64               com.xiaomi.wearable         ConnectivityThr u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9390 10124 10120 app_process64               com.xiaomi.wearable         CookieMonsterCl u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10125 10120 app_process64               com.xiaomi.wearable         CookieMonsterBa u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10138 10120 app_process64               com.xiaomi.wearable         arch_disk_io_2  u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10142 10120 app_process64               com.xiaomi.wearable         arch_disk_io_3  u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10148 10120 app_process64               com.xiaomi.wearable         FileObserver    u:r:untrusted_app:s0:c120,c256,c512,c768 S wait_woken
 9390 10247 10120 app_process64               com.xiaomi.wearable         HybridData Dest u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 10390 10120 app_process64               com.xiaomi.wearable         OkHttp TaskRunn u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9390 11097 10120 app_process64               com.xiaomi.wearable         binder:9390_6   u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9390 12153 10120 app_process64               com.xiaomi.wearable         Cache-536       u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9390 12796 10120 app_process64               com.xiaomi.wearable         binder:9390_7   u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9416  9416 10120 app_process64               com.xiaomi.wearable:persistent able:persistent u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9416  9433 10120 app_process64               com.xiaomi.wearable:persistent Signal Catcher u:r:untrusted_app:s0:c120,c256,c512,c768 S< do_sigtimedwait
 9416  9434 10120 app_process64               com.xiaomi.wearable:persistent perfetto_hprof_ u:r:untrusted_app:s0:c120,c256,c512,c768 S< pipe_read
 9416  9442 10120 app_process64               com.xiaomi.wearable:persistent Jit thread pool u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9443 10120 app_process64               com.xiaomi.wearable:persistent HeapTaskDaemon u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9444 10120 app_process64               com.xiaomi.wearable:persistent ReferenceQueueD u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9445 10120 app_process64               com.xiaomi.wearable:persistent FinalizerDaemon u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9446 10120 app_process64               com.xiaomi.wearable:persistent FinalizerWatchd u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9449 10120 app_process64               com.xiaomi.wearable:persistent binder:9416_1 u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9416  9460 10120 app_process64               com.xiaomi.wearable:persistent binder:9416_2 u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9416  9488 10120 app_process64               com.xiaomi.wearable:persistent Profile Saver u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9500 10120 app_process64               com.xiaomi.wearable:persistent lifecycle    u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9416  9512 10120 app_process64               com.xiaomi.wearable:persistent binder:9416_3 u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9416  9531 10120 app_process64               com.xiaomi.wearable:persistent Thread-3     u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9535 10120 app_process64               com.xiaomi.wearable:persistent AccountManagerS u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9416  9549 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9554 10120 app_process64               com.xiaomi.wearable:persistent WM.task-1    u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9555 10120 app_process64               com.xiaomi.wearable:persistent GoogleApiHandle u:r:untrusted_app:s0:c120,c256,c512,c768 SN do_epoll_wait
 9416  9569 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9570 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9571 10120 app_process64               com.xiaomi.wearable:persistent pool-7-thread-1 u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9572 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9573 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9574 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9577 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9579 10120 app_process64               com.xiaomi.wearable:persistent DefaultDispatch u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9580 10120 app_process64               com.xiaomi.wearable:persistent arch_disk_io_0 u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9601 10120 app_process64               com.xiaomi.wearable:persistent Crashlytics Exc u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9602 10120 app_process64               com.xiaomi.wearable:persistent arch_disk_io_1 u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9607 10120 app_process64               com.xiaomi.wearable:persistent WM.task-2    u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9609 10120 app_process64               com.xiaomi.wearable:persistent lytics.startup1 u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9611 10120 app_process64               com.xiaomi.wearable:persistent pool-12-thread- u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9613 10120 app_process64               com.xiaomi.wearable:persistent awaitEvenIfOnMa u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9628 10120 app_process64               com.xiaomi.wearable:persistent GmsDynamite  u:r:untrusted_app:s0:c120,c256,c512,c768 SN futex_wait_queue_me
 9416  9632 10120 app_process64               com.xiaomi.wearable:persistent Firebase-Messag u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9634 10120 app_process64               com.xiaomi.wearable:persistent Firebase-Messag u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9638 10120 app_process64               com.xiaomi.wearable:persistent etricsCollector u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9416  9646 10120 app_process64               com.xiaomi.wearable:persistent SentryExecutorS u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9671 10120 app_process64               com.xiaomi.wearable:persistent ConnectivityThr u:r:untrusted_app:s0:c120,c256,c512,c768 S do_epoll_wait
 9416  9677 10120 app_process64               com.xiaomi.wearable:persistent GoogleApiHandle u:r:untrusted_app:s0:c120,c256,c512,c768 SN do_epoll_wait
 9416  9685 10120 app_process64               com.xiaomi.wearable:persistent Timer-0      u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9696 10120 app_process64               com.xiaomi.wearable:persistent ProcessStablePh u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9702 10120 app_process64               com.xiaomi.wearable:persistent queued-work-loo u:r:untrusted_app:s0:c120,c256,c512,c768 S< do_epoll_wait
 9416  9708 10120 app_process64               com.xiaomi.wearable:persistent arch_disk_io_2 u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9709 10120 app_process64               com.xiaomi.wearable:persistent arch_disk_io_3 u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9711 10120 app_process64               com.xiaomi.wearable:persistent FileObserver u:r:untrusted_app:s0:c120,c256,c512,c768 S wait_woken
 9416  9717 10120 app_process64               com.xiaomi.wearable:persistent WM.task-3    u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416  9739 10120 app_process64               com.xiaomi.wearable:persistent WM.task-4    u:r:untrusted_app:s0:c120,c256,c512,c768 S futex_wait_queue_me
 9416 10088 10120 app_process64               com.xiaomi.wearable:persistent binder:9416_4 u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9416 12795 10120 app_process64               com.xiaomi.wearable:persistent binder:9416_5 u:r:untrusted_app:s0:c120,c256,c512,c768 S binder_thread_read
 9951  9951     0 sh                          /system/bin/sh              sh              u:r:su:s0                      S     pipe_read
10318 10318     0 app_process64               keymapper_sysbridge         main            u:r:su:s0                      Ss    do_epoll_wait
10318 10704     0 app_process64               keymapper_sysbridge         Jit thread pool u:r:su:s0                      SNs   futex_wait_queue_me
10318 10711     0 app_process64               keymapper_sysbridge         Signal Catcher  u:r:su:s0                      Ss    do_sigtimedwait
10318 10716     0 app_process64               keymapper_sysbridge         perfetto_hprof_ u:r:su:s0                      Ss    pipe_read
10318 10717     0 app_process64               keymapper_sysbridge         HeapTaskDaemon  u:r:su:s0                      Ss    futex_wait_queue_me
10318 10718     0 app_process64               keymapper_sysbridge         ReferenceQueueD u:r:su:s0                      Ss    futex_wait_queue_me
10318 10719     0 app_process64               keymapper_sysbridge         FinalizerDaemon u:r:su:s0                      Ss    futex_wait_queue_me
10318 10720     0 app_process64               keymapper_sysbridge         FinalizerWatchd u:r:su:s0                      Ss    futex_wait_queue_me
10318 10782     0 app_process64               keymapper_sysbridge         binder:10318_1  u:r:su:s0                      Ss    binder_thread_read
10318 10791     0 app_process64               keymapper_sysbridge         binder:10318_2  u:r:su:s0                      Ss    binder_thread_read
10318 10828     0 app_process64               keymapper_sysbridge         tokio-runtime-w u:r:su:s0                      Ss    futex_wait_queue_me
10318 10829     0 app_process64               keymapper_sysbridge         Thread-1        u:r:su:s0                      Ss    do_epoll_wait
10318 10830     0 app_process64               keymapper_sysbridge         notify-rs inoti u:r:su:s0                      Ss    do_epoll_wait
10318 10852     0 app_process64               keymapper_sysbridge         binder:10318_3  u:r:su:s0                      Ss    binder_thread_read
10318 10853     0 app_process64               keymapper_sysbridge         binder:10318_4  u:r:su:s0                      Ss    binder_thread_read
10406 10406 1110627 app_process64             com.google.android.inputmethod.latin putmethod.latin u:r:untrusted_app:s0:c115,c258,c523,c768 S do_epoll_wait
10406 10475 1110627 app_process64             com.google.android.inputmethod.latin Signal Catcher u:r:untrusted_app:s0:c115,c258,c523,c768 S< do_sigtimedwait
10406 10476 1110627 app_process64             com.google.android.inputmethod.latin perfetto_hprof_ u:r:untrusted_app:s0:c115,c258,c523,c768 S< pipe_read
10406 10477 1110627 app_process64             com.google.android.inputmethod.latin ADB-JDWP Connec u:r:untrusted_app:s0:c115,c258,c523,c768 S< do_sys_poll
10406 10492 1110627 app_process64             com.google.android.inputmethod.latin Jit thread pool u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10493 1110627 app_process64             com.google.android.inputmethod.latin HeapTaskDaemon u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10494 1110627 app_process64             com.google.android.inputmethod.latin ReferenceQueueD u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10495 1110627 app_process64             com.google.android.inputmethod.latin FinalizerDaemon u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10496 1110627 app_process64             com.google.android.inputmethod.latin FinalizerWatchd u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10498 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_1 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10406 10502 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_2 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10406 10513 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_3 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10406 10572 1110627 app_process64             com.google.android.inputmethod.latin Profile Saver u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10613 1110627 app_process64             com.google.android.inputmethod.latin android.bg u:r:untrusted_app:s0:c115,c258,c523,c768 SN do_epoll_wait
10406 10629 1110627 app_process64             com.google.android.inputmethod.latin queued-work-loo u:r:untrusted_app:s0:c115,c258,c523,c768 S< do_epoll_wait
10406 10658 1110627 app_process64             com.google.android.inputmethod.latin ImeScheduler-0 u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 10725 1110627 app_process64             com.google.android.inputmethod.latin ExeSeq-P10-1 u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10732 1110627 app_process64             com.google.android.inputmethod.latin ExeSeq-P10-1 u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10734 1110627 app_process64             com.google.android.inputmethod.latin ExeSeq-P0-1 u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 10738 1110627 app_process64             com.google.android.inputmethod.latin sp-control-1 u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 10739 1110627 app_process64             com.google.android.inputmethod.latin handlerThread u:r:untrusted_app:s0:c115,c258,c523,c768 S do_epoll_wait
10406 10833 1110627 app_process64             com.google.android.inputmethod.latin GoogleApiHandle u:r:untrusted_app:s0:c115,c258,c523,c768 SN do_epoll_wait
10406 10874 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_4 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10406 10993 1110627 app_process64             com.google.android.inputmethod.latin mdd-control-1 u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 10999 1110627 app_process64             com.google.android.inputmethod.latin DecoderWrapper- u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11005 1110627 app_process64             com.google.android.inputmethod.latin DFacilitator-1 u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 11020 1110627 app_process64             com.google.android.inputmethod.latin ExeSeq-P11-1 u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 11040 1110627 app_process64             com.google.android.inputmethod.latin GmsDynamite u:r:untrusted_app:s0:c115,c258,c523,c768 SN futex_wait_queue_me
10406 11078 1110627 app_process64             com.google.android.inputmethod.latin ProcessStablePh u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11101 1110627 app_process64             com.google.android.inputmethod.latin brella-pds-0 u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11106 1110627 app_process64             com.google.android.inputmethod.latin CronetInit u:r:untrusted_app:s0:c115,c258,c523,c768 S do_epoll_wait
10406 11152 1110627 app_process64             com.google.android.inputmethod.latin ThreadPoolServi u:r:untrusted_app:s0:c115,c258,c523,c768 S do_epoll_wait
10406 11153 1110627 app_process64             com.google.android.inputmethod.latin ThreadPoolForeg u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11158 1110627 app_process64             com.google.android.inputmethod.latin CronetNet u:r:untrusted_app:s0:c115,c258,c523,c768 S do_epoll_wait
10406 11176 1110627 app_process64             com.google.android.inputmethod.latin ThreadPoolForeg u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11192 1110627 app_process64             com.google.android.inputmethod.latin ThreadPoolForeg u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11193 1110627 app_process64             com.google.android.inputmethod.latin ThreadPoolForeg u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11203 1110627 app_process64             com.google.android.inputmethod.latin CronetFile u:r:untrusted_app:s0:c115,c258,c523,c768 S futex_wait_queue_me
10406 11833 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_5 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10406 11834 1110627 app_process64             com.google.android.inputmethod.latin binder:10406_6 u:r:untrusted_app:s0:c115,c258,c523,c768 S binder_thread_read
10740 10740 10494 app_process64               com.whatsapp.w4b            om.whatsapp.w4b u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 10752 10494 app_process64               com.whatsapp.w4b            Signal Catcher  u:r:untrusted_app:s0:c238,c257,c512,c768 S< do_sigtimedwait
10740 10753 10494 app_process64               com.whatsapp.w4b            perfetto_hprof_ u:r:untrusted_app:s0:c238,c257,c512,c768 S< pipe_read
10740 10763 10494 app_process64               com.whatsapp.w4b            Jit thread pool u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10764 10494 app_process64               com.whatsapp.w4b            HeapTaskDaemon  u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10765 10494 app_process64               com.whatsapp.w4b            ReferenceQueueD u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10766 10494 app_process64               com.whatsapp.w4b            FinalizerDaemon u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10767 10494 app_process64               com.whatsapp.w4b            FinalizerWatchd u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10778 10494 app_process64               com.whatsapp.w4b            binder:10740_1  u:r:untrusted_app:s0:c238,c257,c512,c768 S binder_thread_read
10740 10780 10494 app_process64               com.whatsapp.w4b            binder:10740_2  u:r:untrusted_app:s0:c238,c257,c512,c768 S binder_thread_read
10740 10785 10494 app_process64               com.whatsapp.w4b            binder:10740_3  u:r:untrusted_app:s0:c238,c257,c512,c768 S binder_thread_read
10740 10885 10494 app_process64               com.whatsapp.w4b            Profile Saver   u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10903 10494 app_process64               com.whatsapp.w4b            .74(878674227)) u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10908 10494 app_process64               com.whatsapp.w4b            pool-4-thread-1 u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10909 10494 app_process64               com.whatsapp.w4b            Firebase-Messag u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10910 10494 app_process64               com.whatsapp.w4b            Firebase-Messag u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10911 10494 app_process64               com.whatsapp.w4b            Firebase Backgr u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 10928 10494 app_process64               com.whatsapp.w4b            light-prefs-sav u:r:untrusted_app:s0:c238,c257,c512,c768 S< do_epoll_wait
10740 10954 10494 app_process64               com.whatsapp.w4b            High Pri Worker u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10955 10494 app_process64               com.whatsapp.w4b            High Pri Worker u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10957 10494 app_process64               com.whatsapp.w4b            High Pri Worker u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 10978 10494 app_process64               com.whatsapp.w4b            SigquitBasedANR u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11102 10494 app_process64               com.whatsapp.w4b            WhatsApp Worker u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11257 10494 app_process64               com.whatsapp.w4b            wa-shared-handl u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11253 10494 app_process64               com.whatsapp.w4b            WhatsApp Worker u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11315 10494 app_process64               com.whatsapp.w4b            XmppMessageRout u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11320 10494 app_process64               com.whatsapp.w4b            AsyncTask #1    u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11348 10494 app_process64               com.whatsapp.w4b            WM.task-1       u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11359 10494 app_process64               com.whatsapp.w4b            media           u:r:untrusted_app:s0:c238,c257,c512,c768 S __arm64_sys_nanosleep
10740 11364 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11380 10494 app_process64               com.whatsapp.w4b            WriterThread    u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11384 10494 app_process64               com.whatsapp.w4b            ev_thread       u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11385 10494 app_process64               com.whatsapp.w4b            call ev thrd    u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11414 10494 app_process64               com.whatsapp.w4b            stat-save       u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11420 10494 app_process64               com.whatsapp.w4b            WhatsApp Worker u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11436 10494 app_process64               com.whatsapp.w4b            job-anomaly-det u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11448 10494 app_process64               com.whatsapp.w4b            DestructorThrea u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11453 10494 app_process64               com.whatsapp.w4b            MessageHandler  u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11496 10494 app_process64               com.whatsapp.w4b            UtilityContext  u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11513 10494 app_process64               com.whatsapp.w4b            Notifications   u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 11594 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11595 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11596 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11597 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11598 10494 app_process64               com.whatsapp.w4b            ConnectionThrea u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11600 10494 app_process64               com.whatsapp.w4b            MNSStreamRuntim u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11665 10494 app_process64               com.whatsapp.w4b            WM.task-2       u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11681 10494 app_process64               com.whatsapp.w4b            WM.task-3       u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11686 10494 app_process64               com.whatsapp.w4b            WM.task-4       u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 11877 10494 app_process64               com.whatsapp.w4b            SignalExecutor  u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11900 10494 app_process64               com.whatsapp.w4b            AsyncCommitThre u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11909 10494 app_process64               com.whatsapp.w4b            binder:10740_4  u:r:untrusted_app:s0:c238,c257,c512,c768 S binder_thread_read
10740 11916 10494 app_process64               com.whatsapp.w4b            ReceiptProcessi u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11937 10494 app_process64               com.whatsapp.w4b            Firebase Backgr u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 11959 10494 app_process64               com.whatsapp.w4b            ConnectivityThr u:r:untrusted_app:s0:c238,c257,c512,c768 S do_epoll_wait
10740 11960 10494 app_process64               com.whatsapp.w4b            Firebase Backgr u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 12064 10494 app_process64               com.whatsapp.w4b            ReadyJobsProduc u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12065 10494 app_process64               com.whatsapp.w4b            pool-11-thread- u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12066 10494 app_process64               com.whatsapp.w4b            JobConsumer     u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12089 10494 app_process64               com.whatsapp.w4b            DefaultDispatch u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12090 10494 app_process64               com.whatsapp.w4b            DefaultDispatch u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12092 10494 app_process64               com.whatsapp.w4b            JobRunner #1    u:r:untrusted_app:s0:c238,c257,c512,c768 S futex_wait_queue_me
10740 12098 10494 app_process64               com.whatsapp.w4b            sync            u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
10740 12159 10494 app_process64               com.whatsapp.w4b            WhatsApp Worker u:r:untrusted_app:s0:c238,c257,c512,c768 SN futex_wait_queue_me
10740 13143 10494 app_process64               com.whatsapp.w4b            db_write        u:r:untrusted_app:s0:c238,c257,c512,c768 SN do_epoll_wait
